,Bike#,start_ts,end_ts,Latitude,Longitude,Latitude_end,Longitude_end,Start Station,End Station,Start terminal,End terminal
0,N01697,2013-10-13 11:36:00,2013-10-13 12:57:00,44.984891999999995,-93.256551,44.984891999999995,-93.256551,100 Main Street SE,100 Main Street SE,30000,30000.0
1,N01697,2013-10-13 11:13:00,2013-10-13 11:32:00,44.97265,-93.27405,44.984891999999995,-93.256551,11th Street & Marquette,100 Main Street SE,30040,30000.0
2,N01697,2013-08-18 13:42:00,2013-08-18 14:11:00,44.97265,-93.27405,44.984891999999995,-93.256551,11th Street & Marquette,100 Main Street SE,30040,30000.0
3,N01697,2013-07-28 16:47:00,2013-07-28 16:50:00,44.98717,-93.25576,44.984891999999995,-93.256551,University & Bank Street SE,100 Main Street SE,30047,30000.0
4,N01697,2013-06-14 19:10:00,2013-06-14 19:15:00,44.983281,-93.24812,44.984891999999995,-93.256551,6th Ave. SE & University Ave.,100 Main Street SE,30088,30000.0
5,N01697,2013-04-29 19:22:00,2013-04-29 19:23:00,44.95734,-93.22374,44.95734,-93.22374,25th Street & 33rd. Ave. S.,25th Street & 33rd. Ave. S.,30001,30001.0
6,N01697,2013-09-15 17:00:00,2013-09-15 17:24:00,44.94851,-93.2602,44.95734,-93.22374,Midtown Exchange,25th Street & 33rd. Ave. S.,30008,30001.0
7,N01697,2013-10-23 18:18:00,2013-10-23 18:30:00,44.973411,-93.23477199999999,44.95734,-93.22374,Coffman Memorial Union,25th Street & 33rd. Ave. S.,30024,30001.0
8,N01697,2013-04-29 17:57:00,2013-04-29 18:09:00,44.973411,-93.23477199999999,44.95734,-93.22374,Coffman Memorial Union,25th Street & 33rd. Ave. S.,30024,30001.0
9,N01697,2013-06-19 16:02:00,2013-06-19 16:26:00,44.976602,-93.266701,44.95734,-93.22374,Hennepin County Government Center,25th Street & 33rd. Ave. S.,30029,30001.0
10,N01697,2013-09-06 16:55:00,2013-09-06 17:11:00,44.97685,-93.23818,44.95734,-93.22374,Elliot Hall,25th Street & 33rd. Ave. S.,30058,30001.0
11,N01697,2013-06-18 18:36:00,2013-06-18 19:21:00,44.989451,-93.279579,44.95734,-93.22374,Washington Ave N & 9th Ave N,25th Street & 33rd. Ave. S.,30065,30001.0
12,N01697,2013-07-28 13:14:00,2013-07-28 13:29:00,44.93434,-93.229338,44.95734,-93.22374,38th Street Light Rail ,25th Street & 33rd. Ave. S.,30163,30001.0
13,N01697,2013-07-28 13:36:00,2013-07-28 13:39:00,44.962922999999996,-93.241013,44.96622,-93.2384,22nd Ave S & Franklin Ave,Augsburg College,30014,30002.0
14,N01697,2013-05-30 08:44:00,2013-05-30 08:48:00,44.969225,-93.251136,44.96622,-93.2384,Currie Park,Augsburg College,30037,30002.0
15,N01697,2013-07-28 20:34:00,2013-07-28 20:40:00,44.9807,-93.30441,44.991412,-93.306269,Glenwood Ave & N Morgan Ave.,Plymouth Ave N. &  N. Oliver Ave,30059,30003.0
16,N01697,2013-08-19 21:03:00,2013-08-19 21:12:00,44.976602,-93.266701,44.97534,-93.27869,Hennepin County Government Center,11th Street & Hennepin,30029,30004.0
17,N01697,2013-10-16 20:39:00,2013-10-16 20:47:00,44.980926000000004,-93.26285,44.97534,-93.27869,South 2nd Street & 3rd Ave. S,11th Street & Hennepin,30030,30004.0
18,N01697,2013-07-28 14:31:00,2013-07-28 14:32:00,44.977128,-93.277505,44.97534,-93.27869,9th Street N & Hawthorne Ave,11th Street & Hennepin,30142,30004.0
19,N01697,2013-06-18 17:04:00,2013-06-18 17:20:00,44.949699,-93.29312900000001,44.97534,-93.27869,Dupont Ave S & Lake Street,11th Street & Hennepin,30160,30004.0
20,N01697,2013-07-28 16:22:00,2013-07-28 16:45:00,44.99882,-93.25276,44.988890000000005,-93.25392,Logan Park,Hennepin & Central Avenue NE,30104,30005.0
21,N01697,2013-06-23 22:10:00,2013-06-23 22:21:00,44.998613,-93.268633,44.988890000000005,-93.25392,Broadway & Marshall Street NE,Hennepin & Central Avenue NE,30152,30005.0
22,N01697,2013-07-18 09:51:00,2013-07-18 11:05:00,44.972217,-93.27643499999999,44.972217,-93.27643499999999,YWCA Downtown,YWCA Downtown,30006,30006.0
23,N01697,2013-04-27 15:57:00,2013-04-27 15:58:00,44.972217,-93.27643499999999,44.972217,-93.27643499999999,YWCA Downtown,YWCA Downtown,30006,30006.0
24,N01697,2013-08-19 08:54:00,2013-08-19 09:10:00,44.94851,-93.2602,44.972217,-93.27643499999999,Midtown Exchange,YWCA Downtown,30008,30006.0
25,N01697,2013-09-17 20:48:00,2013-09-17 20:55:00,44.97391,-93.28305,44.972217,-93.27643499999999,Hennepin & Laurel Ave.,YWCA Downtown,30010,30006.0
26,N01697,2013-05-19 12:27:00,2013-05-19 12:45:00,44.986087,-93.272459,44.972217,-93.27643499999999,North 2nd Street & 4th Ave. N,YWCA Downtown,30011,30006.0
27,N01697,2013-07-18 08:12:00,2013-07-18 08:24:00,44.960744,-93.28815,44.972217,-93.27643499999999,22nd Street & Lyndale,YWCA Downtown,30017,30006.0
28,N01697,2013-07-13 18:14:00,2013-07-13 18:24:00,44.95548,-93.28775,44.972217,-93.27643499999999,26th Street & Lyndale,YWCA Downtown,30022,30006.0
29,N01697,2013-06-21 12:48:00,2013-06-21 12:54:00,44.976602,-93.266701,44.972217,-93.27643499999999,Hennepin County Government Center,YWCA Downtown,30029,30006.0
30,N01697,2013-06-04 11:59:00,2013-06-04 12:06:00,44.962846,-93.267526,44.972217,-93.27643499999999,Franklin & Portland,YWCA Downtown,30041,30006.0
31,N01697,2013-05-23 11:22:00,2013-05-23 12:29:00,44.94865,-93.30077,44.972217,-93.27643499999999,Lake Street & Humboldt,YWCA Downtown,30043,30006.0
32,N01697,2013-04-27 15:04:00,2013-04-27 15:57:00,44.961459999999995,-93.29303,44.972217,-93.27643499999999,Dupont Ave & 22nd Street,YWCA Downtown,30048,30006.0
33,N01697,2013-04-25 12:47:00,2013-04-25 12:53:00,44.97497,-93.266684,44.972217,-93.27643499999999,7th Street & 4th Ave. S,YWCA Downtown,30051,30006.0
34,N01697,2013-07-28 14:38:00,2013-07-28 14:39:00,44.96995,-93.278133,44.972217,-93.27643499999999,Nicollet Mall and Grant Street,YWCA Downtown,30052,30006.0
35,N01697,2013-07-10 15:42:00,2013-07-10 15:55:00,44.989451,-93.279579,44.972217,-93.27643499999999,Washington Ave N & 9th Ave N,YWCA Downtown,30065,30006.0
36,N01697,2013-06-15 18:24:00,2013-06-15 19:17:00,44.980558,-93.181384,44.972217,-93.27643499999999,U of M St. Paul Campus,YWCA Downtown,30115,30006.0
37,N01697,2013-07-28 14:44:00,2013-07-28 14:46:00,44.975640999999996,-93.272185,44.97265,-93.26872,IDS Center,9th Street & 4th Ave.,30042,30007.0
38,N01697,2013-06-29 18:49:00,2013-06-29 19:08:00,44.956179999999996,-93.27796,44.97265,-93.26872,Nicollet Ave & W 26th Street,9th Street & 4th Ave.,30049,30007.0
39,N01697,2013-09-14 15:49:00,2013-09-14 16:54:00,44.94851,-93.2602,44.94851,-93.2602,Midtown Exchange,Midtown Exchange,30008,30008.0
40,N01697,2013-04-28 12:54:00,2013-04-28 13:05:00,44.94865,-93.30077,44.94851,-93.2602,Lake Street & Humboldt,Midtown Exchange,30043,30008.0
41,N01697,2013-09-15 13:09:00,2013-09-15 13:32:00,44.962726,-93.230776,44.94851,-93.2602,Franklin & 28th Ave,Midtown Exchange,30045,30008.0
42,N01697,2013-08-19 06:13:00,2013-08-19 06:31:00,44.97974,-93.26599,44.94851,-93.2602,3rd Street S & 2nd Ave. S,Midtown Exchange,30050,30008.0
43,N01697,2013-07-28 18:31:00,2013-07-28 18:39:00,44.94823,-93.24054,44.94851,-93.2602,Midtown YWCA,Midtown Exchange,30080,30008.0
44,N01697,2013-06-20 18:15:00,2013-06-20 18:35:00,44.968237,-93.281991,44.94851,-93.2602,West 15th Street & Willow,Midtown Exchange,30093,30008.0
45,N01697,2013-09-01 14:33:00,2013-09-01 14:47:00,44.94478,-93.29038,44.94851,-93.2602,West 32nd Street & Bryant Ave S,Midtown Exchange,30094,30008.0
46,N01697,2013-07-28 16:53:00,2013-07-28 16:58:00,44.983281,-93.24812,44.98102,-93.23746,6th Ave. SE & University Ave.,4th Street & 13th Ave. SE,30088,30009.0
47,N01697,2013-09-17 17:03:00,2013-09-17 17:12:00,44.976602,-93.266701,44.97391,-93.28305,Hennepin County Government Center,Hennepin & Laurel Ave.,30029,30010.0
48,N01697,2013-08-20 17:08:00,2013-08-20 17:18:00,44.980926000000004,-93.26285,44.97391,-93.28305,South 2nd Street & 3rd Ave. S,Hennepin & Laurel Ave.,30030,30010.0
49,N01697,2013-07-28 15:25:00,2013-07-28 15:27:00,44.9715,-93.284927,44.97391,-93.28305,Loring Park,Hennepin & Laurel Ave.,30035,30010.0
50,N01697,2013-08-22 21:11:00,2013-08-22 21:20:00,44.988890000000005,-93.25392,44.986087,-93.272459,Hennepin & Central Avenue NE,North 2nd Street & 4th Ave. N,30005,30011.0
51,N01697,2013-05-06 16:45:00,2013-05-06 17:01:00,44.977406,-93.234911,44.986087,-93.272459,Williamson Hall,North 2nd Street & 4th Ave. N,30025,30011.0
52,N01697,2013-09-04 15:16:00,2013-09-04 15:19:00,44.980199,-93.269217,44.986087,-93.272459,Downtown Library,North 2nd Street & 4th Ave. N,30036,30011.0
53,N01697,2013-05-18 15:20:00,2013-05-18 15:26:00,44.980199,-93.269217,44.986087,-93.272459,Downtown Library,North 2nd Street & 4th Ave. N,30036,30011.0
54,N01697,2013-07-13 23:57:00,2013-07-14 00:11:00,44.975640999999996,-93.272185,44.986087,-93.272459,IDS Center,North 2nd Street & 4th Ave. N,30042,30011.0
55,N01697,2013-07-28 15:42:00,2013-07-28 15:45:00,44.989166,-93.27651,44.986087,-93.272459,2nd Street N & 8th Ave. N,North 2nd Street & 4th Ave. N,30092,30011.0
56,N01697,2013-06-11 18:54:00,2013-06-11 19:05:00,44.98383,-93.27099,44.970040999999995,-93.27586099999999,Washington & 2nd Ave. N,Mpls. Convention Center,30021,30012.0
57,N01697,2013-07-28 14:36:00,2013-07-28 14:37:00,44.97265,-93.27405,44.970040999999995,-93.27586099999999,11th Street & Marquette,Mpls. Convention Center,30040,30012.0
58,N01697,2013-06-29 15:57:00,2013-06-29 16:30:00,44.94885,-93.31759,44.94964,-93.28827,Lake Calhoun Center,Lake Street & Lyndale,30089,30013.0
59,N01697,2013-06-29 14:10:00,2013-06-29 14:20:00,44.93775,-93.29122,44.94964,-93.28827,West 36th Street & Bryant Ave S,Lake Street & Lyndale,30095,30013.0
60,N01697,2013-07-28 18:55:00,2013-07-28 19:01:00,44.948555999999996,-93.283163,44.94964,-93.28827,Pleasant Ave S &  Lake Street,Lake Street & Lyndale,30097,30013.0
61,N01697,2013-07-28 13:33:00,2013-07-28 13:36:00,44.962726,-93.230776,44.962922999999996,-93.241013,Franklin & 28th Ave,22nd Ave S & Franklin Ave,30045,30014.0
62,N01697,2013-10-13 14:08:00,2013-10-13 14:31:00,44.984891999999995,-93.256551,44.973440000000004,-93.24748000000001,100 Main Street SE,Washington & Cedar,30000,30015.0
63,N01697,2013-07-28 13:48:00,2013-07-28 13:51:00,44.969225,-93.251136,44.973440000000004,-93.24748000000001,Currie Park,Washington & Cedar,30037,30015.0
64,N01697,2013-10-31 16:23:00,2013-10-31 16:30:00,44.969108,-93.247057,44.973440000000004,-93.24748000000001,Cedar Ave & 5th Street S,Washington & Cedar,30038,30015.0
65,N01697,2013-09-03 13:00:00,2013-09-03 13:13:00,44.962846,-93.267526,44.973440000000004,-93.24748000000001,Franklin & Portland,Washington & Cedar,30041,30015.0
66,N01697,2013-09-02 12:38:00,2013-09-02 12:50:00,44.962846,-93.267526,44.973440000000004,-93.24748000000001,Franklin & Portland,Washington & Cedar,30041,30015.0
67,N01697,2013-10-23 15:27:00,2013-10-23 15:35:00,44.98717,-93.25576,44.973440000000004,-93.24748000000001,University & Bank Street SE,Washington & Cedar,30047,30015.0
68,N01697,2013-05-24 16:17:00,2013-05-24 16:22:00,44.977521,-93.256736,44.973440000000004,-93.24748000000001,Chicago Ave & Washington Ave S,Washington & Cedar,30143,30015.0
69,N01697,2013-09-19 07:58:00,2013-09-19 08:04:00,44.972217,-93.27643499999999,44.967459999999996,-93.28848,YWCA Downtown,Walker Art Center,30006,30016.0
70,N01697,2013-06-21 13:34:00,2013-06-21 13:59:00,44.972217,-93.27643499999999,44.967459999999996,-93.28848,YWCA Downtown,Walker Art Center,30006,30016.0
71,N01697,2013-05-25 13:11:00,2013-05-25 13:30:00,44.97265,-93.27405,44.967459999999996,-93.28848,11th Street & Marquette,Walker Art Center,30040,30016.0
72,N01697,2013-07-28 20:20:00,2013-07-28 20:24:00,44.961459999999995,-93.29303,44.967459999999996,-93.28848,Dupont Ave & 22nd Street,Walker Art Center,30048,30016.0
73,N01697,2013-07-28 15:11:00,2013-07-28 15:14:00,44.95548,-93.28775,44.960744,-93.28815,26th Street & Lyndale,22nd Street & Lyndale,30022,30017.0
74,N01697,2013-08-28 21:07:00,2013-08-28 21:10:00,44.961459999999995,-93.29303,44.960744,-93.28815,Dupont Ave & 22nd Street,22nd Street & Lyndale,30048,30017.0
75,N01697,2013-06-30 17:39:00,2013-06-30 17:44:00,44.961459999999995,-93.29303,44.960744,-93.28815,Dupont Ave & 22nd Street,22nd Street & Lyndale,30048,30017.0
76,N01697,2013-08-30 21:29:00,2013-08-30 21:33:00,44.96342,-93.277939,44.960744,-93.28815,Nicollet & Franklin,22nd Street & Lyndale,30060,30017.0
77,N01697,2013-07-17 23:54:00,2013-07-18 00:06:00,44.975504,-93.275513,44.960744,-93.28815,LaSalle Ave & 9th Street S,22nd Street & Lyndale,30167,30017.0
78,N01697,2013-07-28 15:01:00,2013-07-28 15:06:00,44.962846,-93.267526,44.957214,-93.27498100000001,Franklin & Portland,MCAD,30041,30018.0
79,N01697,2013-07-28 13:39:00,2013-07-28 13:42:00,44.96622,-93.2384,44.971359,-93.24375400000001,Augsburg College,Social Sciences,30002,30019.0
80,N01697,2013-10-16 16:49:00,2013-10-16 16:52:00,44.969108,-93.247057,44.971359,-93.24375400000001,Cedar Ave & 5th Street S,Social Sciences,30038,30019.0
81,N01697,2013-06-30 18:46:00,2013-06-30 18:54:00,44.959629,-93.294317,44.95131,-93.29853,Emerson Ave. S & 24th Street,YWCA Uptown,30061,30020.0
82,N01697,2013-07-28 20:06:00,2013-07-28 20:12:00,44.94478,-93.29038,44.95131,-93.29853,West 32nd Street & Bryant Ave S,YWCA Uptown,30094,30020.0
83,N01697,2013-07-14 05:58:00,2013-07-14 06:00:00,44.986087,-93.272459,44.98383,-93.27099,North 2nd Street & 4th Ave. N,Washington & 2nd Ave. N,30011,30021.0
84,N01697,2013-07-18 23:04:00,2013-07-18 23:13:00,44.975640999999996,-93.272185,44.98383,-93.27099,IDS Center,Washington & 2nd Ave. N,30042,30021.0
85,N01697,2013-06-11 16:37:00,2013-06-11 16:50:00,44.97654,-93.25535,44.98383,-93.27099,Washington Ave S & 9th Ave S,Washington & 2nd Ave. N,30046,30021.0
86,N01697,2013-07-28 14:18:00,2013-07-28 14:20:00,44.982594299999995,-93.26751390000001,44.98383,-93.27099,Gateway Park,Washington & 2nd Ave. N,30091,30021.0
87,N01697,2013-09-08 13:35:00,2013-09-08 13:59:00,44.95734,-93.22374,44.95548,-93.28775,25th Street & 33rd. Ave. S.,26th Street & Lyndale,30001,30022.0
88,N01697,2013-09-08 19:05:00,2013-09-08 20:05:00,44.95548,-93.28775,44.95548,-93.28775,26th Street & Lyndale,26th Street & Lyndale,30022,30022.0
89,N01697,2013-07-12 23:39:00,2013-07-12 23:49:00,44.94865,-93.30077,44.95548,-93.28775,Lake Street & Humboldt,26th Street & Lyndale,30043,30022.0
90,N01697,2013-08-28 14:49:00,2013-08-28 14:52:00,44.956179999999996,-93.27796,44.95548,-93.28775,Nicollet Ave & W 26th Street,26th Street & Lyndale,30049,30022.0
91,N01697,2013-07-28 15:08:00,2013-07-28 15:11:00,44.956179999999996,-93.27796,44.95548,-93.28775,Nicollet Ave & W 26th Street,26th Street & Lyndale,30049,30022.0
92,N01697,2013-08-25 16:19:00,2013-08-25 17:47:00,44.96342,-93.277939,44.95548,-93.28775,Nicollet & Franklin,26th Street & Lyndale,30060,30022.0
93,N01697,2013-07-28 18:39:00,2013-07-28 18:42:00,44.94851,-93.2602,44.95355,-93.26259,Midtown Exchange,Chicago & 27th Street,30008,30023.0
94,N01697,2013-09-02 23:01:00,2013-09-02 23:07:00,44.962846,-93.267526,44.95355,-93.26259,Franklin & Portland,Chicago & 27th Street,30041,30023.0
95,N01697,2013-10-23 16:53:00,2013-10-23 16:59:00,44.973440000000004,-93.24748000000001,44.973411,-93.23477199999999,Washington & Cedar,Coffman Memorial Union,30015,30024.0
96,N01697,2013-07-28 17:05:00,2013-07-28 17:08:00,44.977406,-93.234911,44.973411,-93.23477199999999,Williamson Hall,Coffman Memorial Union,30025,30024.0
97,N01697,2013-04-29 11:54:00,2013-04-29 12:04:00,44.97003,-93.24519000000001,44.973411,-93.23477199999999,4th Street S & 19th Ave.,Coffman Memorial Union,30027,30024.0
98,N01697,2013-10-28 09:59:00,2013-10-28 10:06:00,44.969108,-93.247057,44.973411,-93.23477199999999,Cedar Ave & 5th Street S,Coffman Memorial Union,30038,30024.0
99,N01697,2013-06-14 04:21:00,2013-06-14 04:38:00,44.981120000000004,-93.26634,44.977406,-93.234911,Washington & Marquette,Williamson Hall,30028,30025.0
100,N01697,2013-05-03 15:22:00,2013-05-03 15:32:00,44.962726,-93.230776,44.977406,-93.234911,Franklin & 28th Ave,Williamson Hall,30045,30025.0
101,N01697,2013-07-28 17:03:00,2013-07-28 17:05:00,44.97685,-93.23818,44.977406,-93.234911,Elliot Hall,Williamson Hall,30058,30025.0
102,N01697,2013-07-28 17:11:00,2013-07-28 17:13:00,44.9743,-93.22854,44.97209,-93.23206,McNamara Center,Mayo Memorial Building,30057,30026.0
103,N01697,2013-07-28 13:42:00,2013-07-28 13:43:00,44.971359,-93.24375400000001,44.97003,-93.24519000000001,Social Sciences,4th Street S & 19th Ave.,30019,30027.0
104,N01697,2013-05-26 11:52:00,2013-05-26 12:21:00,44.975640999999996,-93.272185,44.97003,-93.24519000000001,IDS Center,4th Street S & 19th Ave.,30042,30027.0
105,N01697,2013-04-28 13:30:00,2013-04-28 13:36:00,44.962726,-93.230776,44.97003,-93.24519000000001,Franklin & 28th Ave,4th Street S & 19th Ave.,30045,30027.0
106,N01697,2013-07-28 14:20:00,2013-07-28 14:22:00,44.98383,-93.27099,44.981120000000004,-93.26634,Washington & 2nd Ave. N,Washington & Marquette,30021,30028.0
107,N01697,2013-06-19 08:38:00,2013-06-19 09:02:00,44.95734,-93.22374,44.976602,-93.266701,25th Street & 33rd. Ave. S.,Hennepin County Government Center,30001,30029.0
108,N01697,2013-08-20 08:40:00,2013-08-20 08:59:00,44.97534,-93.27869,44.976602,-93.266701,11th Street & Hennepin,Hennepin County Government Center,30004,30029.0
109,N01697,2013-06-21 08:46:00,2013-06-21 09:01:00,44.94851,-93.2602,44.976602,-93.266701,Midtown Exchange,Hennepin County Government Center,30008,30029.0
110,N01697,2013-10-22 07:35:00,2013-10-22 07:41:00,44.974909999999994,-93.26078000000001,44.976602,-93.266701,Park Ave. S & 5th Street,Hennepin County Government Center,30039,30029.0
111,N01697,2013-09-06 14:35:00,2013-09-06 14:38:00,44.97974,-93.26599,44.976602,-93.266701,3rd Street S & 2nd Ave. S,Hennepin County Government Center,30050,30029.0
112,N01697,2013-07-28 14:04:00,2013-07-28 14:05:00,44.97497,-93.266684,44.976602,-93.266701,7th Street & 4th Ave. S,Hennepin County Government Center,30051,30029.0
113,N01697,2013-08-15 08:12:00,2013-08-15 08:33:00,45.012997999999996,-93.296761,44.976602,-93.266701,North Regional Library,Hennepin County Government Center,30071,30029.0
114,N01697,2013-10-21 10:52:00,2013-10-21 11:01:00,44.983281,-93.24812,44.976602,-93.266701,6th Ave. SE & University Ave.,Hennepin County Government Center,30088,30029.0
115,N01697,2013-08-19 19:28:00,2013-08-19 19:45:00,44.968237,-93.281991,44.976602,-93.266701,West 15th Street & Willow,Hennepin County Government Center,30093,30029.0
116,N01697,2013-06-25 11:23:00,2013-06-25 11:39:00,44.998613,-93.268633,44.976602,-93.266701,Broadway & Marshall Street NE,Hennepin County Government Center,30152,30029.0
117,N01697,2013-10-31 17:16:00,2013-10-31 17:23:00,44.973440000000004,-93.24748000000001,44.980926000000004,-93.26285,Washington & Cedar,South 2nd Street & 3rd Ave. S,30015,30030.0
118,N01697,2013-10-16 16:54:00,2013-10-16 17:07:00,44.971359,-93.24375400000001,44.980926000000004,-93.26285,Social Sciences,South 2nd Street & 3rd Ave. S,30019,30030.0
119,N01697,2013-08-20 16:40:00,2013-08-20 16:43:00,44.976602,-93.266701,44.980926000000004,-93.26285,Hennepin County Government Center,South 2nd Street & 3rd Ave. S,30029,30030.0
120,N01697,2013-07-28 14:06:00,2013-07-28 14:08:00,44.976602,-93.266701,44.980926000000004,-93.26285,Hennepin County Government Center,South 2nd Street & 3rd Ave. S,30029,30030.0
121,N01697,2013-06-23 01:02:00,2013-06-23 01:40:00,44.94865,-93.30077,44.980926000000004,-93.26285,Lake Street & Humboldt,South 2nd Street & 3rd Ave. S,30043,30030.0
122,N01697,2013-07-18 20:18:00,2013-07-18 20:23:00,44.98717,-93.25576,44.980926000000004,-93.26285,University & Bank Street SE,South 2nd Street & 3rd Ave. S,30047,30030.0
123,N01697,2013-07-18 17:31:00,2013-07-18 17:38:00,44.976252,-93.248954,44.980926000000004,-93.26285,13th Ave & West River Parkway,South 2nd Street & 3rd Ave. S,30154,30030.0
124,N01697,2013-07-28 17:19:00,2013-07-28 17:22:00,44.972590000000004,-93.218919,44.974876,-93.22438299999999,27th Ave SE & University Ave.,University Ave. & 23rd Ave. SE,30074,30031.0
125,N01697,2013-07-28 17:22:00,2013-07-28 17:25:00,44.974876,-93.22438299999999,44.97913,-93.23189,University Ave. & 23rd Ave. SE,4th Street & 17th Ave. SE,30031,30032.0
126,N01697,2013-06-04 14:09:00,2013-06-04 14:18:00,44.96342,-93.277939,44.962509999999995,-93.2583,Nicollet & Franklin,Franklin & 11th Ave,30060,30033.0
127,N01697,2013-07-28 14:52:00,2013-07-28 14:56:00,44.970553,-93.26079,44.962509999999995,-93.2583,Elliot Park,Franklin & 11th Ave,30063,30033.0
128,N01697,2013-07-18 23:16:00,2013-07-18 23:30:00,44.98383,-93.27099,44.97202,-93.22697,Washington & 2nd Ave. N,Oak Street Ramp,30021,30034.0
129,N01697,2013-07-28 17:13:00,2013-07-28 17:15:00,44.97209,-93.23206,44.97202,-93.22697,Mayo Memorial Building,Oak Street Ramp,30026,30034.0
130,N01697,2013-06-02 20:41:00,2013-06-02 20:52:00,44.983281,-93.24812,44.97202,-93.22697,6th Ave. SE & University Ave.,Oak Street Ramp,30088,30034.0
131,N01697,2013-06-10 17:30:00,2013-06-10 18:06:00,44.980199,-93.269217,44.9715,-93.284927,Downtown Library,Loring Park,30036,30035.0
132,N01697,2013-07-28 15:23:00,2013-07-28 15:25:00,44.968237,-93.281991,44.9715,-93.284927,West 15th Street & Willow,Loring Park,30093,30035.0
133,N01697,2013-07-18 12:15:00,2013-07-18 12:21:00,44.972217,-93.27643499999999,44.980199,-93.269217,YWCA Downtown,Downtown Library,30006,30036.0
134,N01697,2013-07-28 14:24:00,2013-07-28 14:25:00,44.97974,-93.26599,44.980199,-93.269217,3rd Street S & 2nd Ave. S,Downtown Library,30050,30036.0
135,N01697,2013-05-16 07:26:00,2013-05-16 07:32:00,44.989451,-93.279579,44.980199,-93.269217,Washington Ave N & 9th Ave N,Downtown Library,30065,30036.0
136,N01697,2013-09-04 09:12:00,2013-09-04 09:20:00,44.96954,-93.2669,44.980199,-93.269217,Grant Street & Portland Ave,Downtown Library,30087,30036.0
137,N01697,2013-06-10 14:02:00,2013-06-10 14:06:00,44.978068,-93.26023,44.980199,-93.269217,Portland Ave. & Washington Ave.,Downtown Library,30090,30036.0
138,N01697,2013-05-31 17:19:00,2013-05-31 17:23:00,44.96622,-93.2384,44.969225,-93.251136,Augsburg College,Currie Park,30002,30037.0
139,N01697,2013-05-29 11:48:00,2013-05-29 11:51:00,44.97003,-93.24519000000001,44.969225,-93.251136,4th Street S & 19th Ave.,Currie Park,30027,30037.0
140,N01697,2013-07-28 13:45:00,2013-07-28 13:48:00,44.969108,-93.247057,44.969225,-93.251136,Cedar Ave & 5th Street S,Currie Park,30038,30037.0
141,N01697,2013-10-28 17:23:00,2013-10-28 17:29:00,44.973411,-93.23477199999999,44.969108,-93.247057,Coffman Memorial Union,Cedar Ave & 5th Street S,30024,30038.0
142,N01697,2013-07-28 13:43:00,2013-07-28 13:45:00,44.97003,-93.24519000000001,44.969108,-93.247057,4th Street S & 19th Ave.,Cedar Ave & 5th Street S,30027,30038.0
143,N01697,2013-10-16 16:19:00,2013-10-16 16:29:00,44.9743,-93.22854,44.969108,-93.247057,McNamara Center,Cedar Ave & 5th Street S,30057,30038.0
144,N01697,2013-10-17 10:42:00,2013-10-17 10:51:00,44.97534,-93.27869,44.974909999999994,-93.26078000000001,11th Street & Hennepin,Park Ave. S & 5th Street,30004,30039.0
145,N01697,2013-10-21 16:04:00,2013-10-21 16:08:00,44.976602,-93.266701,44.974909999999994,-93.26078000000001,Hennepin County Government Center,Park Ave. S & 5th Street,30029,30039.0
146,N01697,2013-07-28 14:00:00,2013-07-28 14:01:00,44.978068,-93.26023,44.974909999999994,-93.26078000000001,Portland Ave. & Washington Ave.,Park Ave. S & 5th Street,30090,30039.0
147,N01697,2013-08-18 15:13:00,2013-08-18 15:53:00,44.984891999999995,-93.256551,44.97265,-93.27405,100 Main Street SE,11th Street & Marquette,30000,30040.0
148,N01697,2013-09-03 14:38:00,2013-09-03 14:49:00,44.973440000000004,-93.24748000000001,44.97265,-93.27405,Washington & Cedar,11th Street & Marquette,30015,30040.0
149,N01697,2013-05-25 12:39:00,2013-05-25 13:03:00,44.975640999999996,-93.272185,44.97265,-93.27405,IDS Center,11th Street & Marquette,30042,30040.0
